Id,SalePrice_pred
2278,157153.88
2279,128108.8
2280,117154.87
2281,159450.43
2282,170166.88
2283,117936.72
2284,125522.95
2285,141455.82
2286,113620.2
2287,383070.52
2288,292700.63
2289,327287.05
2290,419302.9
2291,346279.77
2292,412629.59
2293,427743.82
2294,381956.91
2295,425491.27
2296,260698.99
2297,379222.87
2298,363128.68
2299,345180.21
2300,330055.37
2301,331692.97
2302,251617.59
2303,254656.72
2304,243019.06
2305,210161.04
2306,203397.16
2307,209670.91
2308,231096.47
2309,307186.93
2310,214925.23
2311,216561.91
2312,177067.09
2313,173925.43
2314,180437.95
2315,180651.17
2316,207963.68
2317,185721.92
2318,179802.8
2319,183624.42
2320,179656.65
2321,243458.36
2322,192423.28
2323,205592.37
2324,205043.72
2325,208783.26
2326,184948.65
2327,200259.32
2328,227885.66
2329,190582.01
2330,179933.36
2331,317920.08
2332,402652.89
2333,317435.83
2334,272857.15
2335,312739.82
2336,309127.42
2337,202289.87
2338,249178.57
2339,231512.98
2340,380169.71
2341,208093.87
2342,235647.26
2343,224737.63
2344,228532.04
2345,221659.99
2346,219193.09
2347,197450.77
2348,247988.55
2349,186727.8
2350,312823.8
2351,272305.62
2352,240823.8
2353,250171.47
2354,141806.97
2355,149511.03
2356,161743.15
2357,188259.59
2358,197572.8
2359,123460.2
2360,117047.77
2361,143228.94
2362,260471.32
2363,160278.17
2364,183152.49
2365,215354.1
2366,194668.41
2367,216679.05
2368,222760.93
2369,197047.09
2370,163454.45
2371,159962.48
2372,193124.63
2373,292827.45
2374,313353.1
2375,254662.03
2376,276071.66
2377,317606.85
2378,149347.07
2379,222119.05
2380,145157.72
2381,169927.05
2382,218945.59
2383,196191.52
2384,238964.38
2385,159605.55
2386,129874.86
2387,128234.02
2388,116799.79
2389,120692.24
2390,148481.18
2391,132683.09
2392,111136.6
2393,159195.69
2394,147565.72
2395,211683.07
2396,143602.34
2397,206890.96
2398,123219.38
2399,58086.84
2400,54883.77
2401,134147.4
2402,143086.04
2403,142352.53
2404,135670.32
2405,159575.63
2406,137232.19
2407,127142.08
2408,156726.36
2409,106159.24
2410,182611.86
2411,113853.69
2412,156821.86
2413,124324.48
2414,165916.85
2415,134000.37
2416,134309.7
2417,130307.23
2418,133704.08
2419,122494.6
2420,118421.15
2421,138996.58
2422,107194.89
2423,111939.27
2424,145532.41
2425,224486.31
2426,125525.68
2427,122505.44
2428,190662.0
2429,101813.05
2430,131688.0
2431,106032.21
2432,146293.04
2433,148279.27
2434,140802.41
2435,153736.18
2436,118749.09
2437,104487.89
2438,108182.31
2439,103918.21
2440,127977.71
2441,101776.53
2442,96619.77
2443,139266.39
2444,116197.84
2445,80599.34
2446,128208.35
2447,191957.7
2448,129997.95
2449,120647.24
2450,156131.5
2451,121077.96
2452,204799.77
2453,94459.98
2454,105494.65
2455,125029.13
2456,145839.87
2457,132116.98
2458,139913.92
2459,109542.61
2460,158781.92
2461,140875.29
2462,135533.23
2463,140426.67
2464,178854.25
2465,140984.13
2466,113857.9
2467,150304.65
2468,78321.75
2469,75645.9
2470,209358.29
2471,219708.27
2472,176313.54
2473,99212.9
2474,72041.26
2475,226491.26
2476,96246.92
2477,94955.04
2478,138858.43
2479,106936.55
2480,142632.95
2481,124434.37
2482,119853.21
2483,102114.0
2484,125861.51
2485,137440.69
2486,149622.54
2487,200798.12
2488,173655.09
2489,158707.23
2490,140055.41
2491,103163.93
2492,188124.31
2493,158051.19
2494,151227.6
2495,96740.0
2496,224724.25
2497,162666.66
2498,104764.63
2499,74086.45
2500,106169.41
2501,141872.36
2502,136773.73
2503,87063.6
2504,182849.21
2505,227545.42
2506,245619.77
2507,266249.08
2508,245797.74
2509,221575.07
2510,215875.36
2511,180890.66
2512,226075.91
2513,226730.89
2514,279492.82
2515,136683.72
2516,174627.74
2517,150286.53
2518,152569.56
2519,243896.11
2520,212951.99
2521,190558.93
2522,219038.01
2523,111801.64
2524,130008.02
2525,120381.06
2526,137970.11
2527,114231.59
2528,121241.17
2529,151610.37
2530,128245.58
2531,259555.72
2532,225440.2
2533,198852.04
2534,244168.18
2535,267432.2
2536,229940.71
2537,245773.9
2538,185540.71
2539,200643.63
2540,179146.93
2541,182882.93
2542,163574.52
2543,121706.17
2544,115489.38
2545,138030.54
2546,131670.72
2547,155497.11
2548,172286.05
2549,152453.59
2550,598509.08
2551,153337.92
2552,142858.68
2553,62709.44
2554,89497.54
2555,100828.2
2556,89550.14
2557,108667.29
2558,195343.98
2559,135272.96
2560,166077.05
2561,157938.73
2562,147885.01
2563,151386.24
2564,205007.78
2565,160538.89
2566,151931.34
2567,117529.31
2568,195781.07
2569,196785.67
2570,130588.74
2571,176874.71
2572,179100.07
2573,210755.75
2574,287502.97
2575,140616.94
2576,125277.93
2577,156498.87
2578,87661.29
2579,31109.22
2580,109565.45
2581,131431.17
2582,137501.55
2583,277348.34
2584,155339.09
2585,182669.77
2586,215493.02
2587,190743.48
2588,123796.58
2589,141812.11
2590,206405.44
2591,252018.08
2592,212692.29
2593,256467.66
2594,172674.67
2595,230478.32
2596,280404.21
2597,199419.62
2598,281465.6
2599,355801.17
2600,184383.28
2601,159975.33
2602,75267.26
2603,104967.94
2604,77758.37
2605,70718.16
2606,130447.48
2607,227001.9
2608,203946.71
2609,168839.21
2610,98209.97
2611,126387.69
2612,144790.63
2613,131631.43
2614,113386.18
2615,158201.07
2616,159244.39
2617,188516.14
2618,242791.06
2619,206967.72
2620,188361.4
2621,169823.2
2622,181920.51
2623,224574.96
2624,275956.46
2625,257218.03
2626,164787.15
2627,168909.49
2628,427602.22
2629,467268.8
2630,367932.95
2631,419672.69
2632,387067.14
2633,301431.72
2634,400906.67
2635,150912.08
2636,182738.1
2637,219560.69
2638,267041.28
2639,188533.82
2640,151433.69
2641,93597.77
2642,174390.35
2643,110207.98
2644,113148.92
2645,115253.49
2646,100571.44
2647,117802.73
2648,134190.97
2649,159580.82
2650,136487.18
2651,135915.46
2652,369556.28
2653,250624.55
2654,266587.28
2655,399381.52
2656,324967.36
2657,349122.16
2658,326652.4
2659,340336.84
2660,347059.19
2661,360428.73
2662,379758.58
2663,266944.71
2664,303341.34
2665,339287.32
2666,301651.3
2667,179237.12
2668,189494.74
2669,185449.43
2670,270680.26
2671,191310.47
2672,197475.83
2673,195821.51
2674,196910.85
2675,193931.24
2676,196237.56
2677,197002.32
2678,251434.4
2679,277937.49
2680,296346.48
2681,408364.8
2682,321923.26
2683,485078.54
2684,334611.12
2685,326278.89
2686,246271.54
2687,282859.78
2688,215712.12
2689,216808.58
2690,361606.32
2691,190051.03
2692,153314.79
2693,198332.12
2694,146933.53
2695,194585.59
2696,183067.48
2697,184984.74
2698,206791.12
2699,164424.36
2700,149368.41
2701,157290.23
2702,119694.09
2703,157143.74
2704,141433.96
2705,111198.28
2706,107102.29
2707,140506.3
2708,119892.15
2709,107326.43
2710,129908.42
2711,281440.94
2712,398947.43
2713,167853.58
2714,148415.13
2715,169066.15
2716,140650.74
2717,197179.9
2718,218153.04
2719,125922.43
2720,191841.07
2721,135324.87
2722,169078.25
2723,154904.82
2724,134997.0
2725,125736.24
2726,130440.86
2727,154751.28
2728,176856.59
2729,143386.74
2730,140982.89
2731,136861.55
2732,137865.85
2733,161495.9
2734,167257.68
2735,133677.67
2736,134880.84
2737,115982.13
2738,131759.88
2739,148059.19
2740,138749.05
2741,156596.03
2742,171784.7
2743,152290.42
2744,165604.55
2745,144289.42
2746,132016.77
2747,168629.48
2748,121866.16
2749,136167.6
2750,104632.12
2751,130499.63
2752,209844.51
2753,137107.26
2754,215345.01
2755,135301.64
2756,83147.42
2757,71707.74
2758,74159.96
2759,160358.55
2760,120721.39
2761,136507.96
2762,134541.99
2763,190913.72
2764,167945.08
2765,279283.0
2766,122968.18
2767,89590.97
2768,120399.89
2769,140590.65
2770,154468.98
2771,106640.6
2772,84701.61
2773,167355.89
2774,148258.57
2775,117999.23
2776,141963.73
2777,146834.3
2778,125974.66
2779,123361.3
2780,103277.82
2781,90891.63
2782,94300.67
2783,91846.79
2784,109306.87
2785,132495.34
2786,52507.86
2787,124262.75
2788,64810.72
2789,177395.77
2790,100247.34
2791,105111.35
2792,52458.27
2793,159959.4
2794,94016.12
2795,128399.24
2796,97186.44
2797,215405.79
2798,123666.61
2799,112539.36
2800,69558.63
2801,113477.48
2802,133053.06
2803,177973.09
2804,139808.96
2805,109578.13
2806,83639.62
2807,171623.15
2808,148994.91
2809,124609.64
2810,128544.83
2811,170330.42
2812,183754.47
2813,154055.06
2814,150127.18
2815,112550.3
2816,211405.46
2817,158168.73
2818,123293.88
2819,203630.04
2820,135701.22
2821,116285.76
2822,196107.38
2823,314364.24
2824,167040.96
2825,165378.98
2826,128528.83
2827,132100.98
2828,248002.47
2829,219709.81
2830,213588.68
2831,194528.52
2832,226586.73
2833,313330.14
2834,235578.86
2835,234799.41
2836,199120.8
2837,158143.6
2838,141277.42
2839,172077.38
2840,197730.79
2841,208434.83
2842,227653.75
2843,155168.13
2844,160011.74
2845,128833.08
2846,208846.33
2847,202943.86
2848,211597.03
2849,203459.62
2850,273699.59
2851,221319.19
2852,223873.99
2853,238706.42
2854,151382.13
2855,203661.83
2856,205273.35
2857,193870.57
2858,214174.67
2859,80058.29
2860,100793.8
2861,138668.08
2862,193017.4
2863,143637.9
2864,258569.02
2865,151668.44
2866,153656.7
2867,93395.97
2868,96540.29
2869,105173.07
2870,111115.59
2871,74534.18
2872,22596.24
2873,85768.73
2874,139626.43
2875,107644.37
2876,183687.93
2877,148950.66
2878,167080.9
2879,121348.42
2880,98010.6
2881,140196.09
2882,182007.43
2883,186435.78
2884,206566.62
2885,184993.8
2886,237920.28
2887,128041.13
2888,139689.33
2889,44542.58
2890,79954.52
2891,141744.33
2892,45749.48
2893,83439.88
2894,40364.51
2895,341644.15
2896,290395.17
2897,214341.45
2898,159745.53
2899,226032.15
2900,153663.78
2901,218426.27
2902,193436.14
2903,304599.24
2904,339395.02
2905,80535.56
2906,220130.12
2907,115655.69
2908,124412.18
2909,152777.79
2910,69276.96
2911,74106.58
2912,149760.15
2913,75028.65
2914,64441.09
2915,76224.33
2916,78002.11
2917,167762.16
2918,96530.76
2919,219366.89
